仓库名,星数,语言,更新时间,项目描述,话题标签,是否支持捐赠,是否有Issues,仓库ID,类型
kirilcvetkov92/<em>Path-planning</em>,106,C++,2019-03-06T16:49:46.709Z,<em>Path</em> <em>planning</em> implemented with behavior trees,"path,path-planning,behavior-tree,autonomous-driving,behavior-trees,path-finding,self-driving-cars",False,True,172768995,Public
jhan15/dubins_<em>path</em>_<em>planning</em>,180,Python,2022-07-15T18:01:42.985Z,<em>Path</em> <em>planning</em> using Hybrid A*/RRT + Dubins <em>Path</em> (as final shot).,"rrt,path-planning,hybrid-a-star,dubins-path",False,True,398259406,Public
Mooophy/<em>Path-Planning</em>,93,C++,2015-10-27T13:03:03.073Z,"Implementation for A* with stricted visited list, Lifelong <em>Planning</em> A* and D* Lite final version",,False,True,41897300,Public
peiyu-cui/uav_motion_<em>planning</em>,395,C++,2026-03-09T15:20:22.535Z,"UAV Motion-<em>Planning</em> <em>Path</em>-<em>Planning</em> A*, Kinodynamic A*, RRT, RRT*, SE(3)<em>Planning</em>, Minimum-Snap","uav,cpp,motion-planning,path-planning,ros,osqp",False,True,814094398,Public
jfrascon/SLAM_AND_<em>PATH</em>_<em>PLANNING</em>_ALGORITHMS,156,Python,2019-02-04T15:18:58.649Z,This repository contains the solutions to all the exercises for the MOOC about SLAM and <em>PATH</em>-<em>PLANNING</em> algorithms given by professor Claus…,"algorithm,robotics,motion-planning,path-planning,particle-filter,youtube-playlist,slam,kalman-filtering,extended-kalman-filters,fast-slam",False,True,105402614,Public
LiJiangnanBit/<em>path</em>_optimizer_ilqr,229,C++,2025-11-30T12:22:58.234Z,<em>Path</em> <em>planning</em> for autonomous vehicles using constrained iLQR.,"robotics,path-planning,autonomous-vehicles,path-optimization",False,True,698052224,Public
szc19990412/<em>Path-Planning</em>,173,MATLAB,2020-10-12T06:31:20.126Z,本代码的实现包括两个部分： 第一部分： 基于人工势场法的机器人路径规划：随机生成12-15个障碍物，每个障碍物随机占据6-20个栅格，利用该人工势场法编程实现机器人从左下到右上的路径规划。 同时在代码中已实现动态展示的效果。 第二部分： 基于果蝇优化算法的路径规划：根据提供…,,False,True,303292896,Public
HobbySingh/<em>Path</em>-<em>Planning</em>-Algorithms,96,MATLAB,2018-05-23T04:24:18.177Z,"Many <em>path</em> <em>planning</em> algorithms implemented as a part of Robotics Course for eg. A*, D*, RRT, RRT*",,False,True,134512233,Public
udacity/RoboND-<em>PathPlanning</em>,51,C++,2022-07-06T21:34:13.917Z,A wall_follower ROS C++ node for the Home Service Robot Project,,False,True,125124022,Public
RLAgent/gated-<em>path</em>-<em>planning</em>-networks,180,Python,2019-01-23T01:34:26.945Z,Gated <em>Path</em> <em>Planning</em> Networks (ICML 2018),,False,True,137820025,Public
hayoung-kim/udacity-<em>path</em>-<em>planning</em>,106,C++,2018-05-26T04:01:51.849Z,My solution for udacity <em>path</em> <em>planning</em> project. This makes the car drive &gt; 20 miles without collision without constraint violation,"path-planning,udacity-self-driving-car,optimal-trajectories,collision-checking,frenet",False,True,110200133,Public archive
sanchithaseshadri/<em>PathPlanning</em>Astar,82,Python,2018-12-07T22:49:57.875Z,An implementation of a mobile robot <em>path</em> planner in Python and ROS,"robot,path-planning,ros,search-algorithm",False,True,133999755,Public
realkushagrakhare/3D_<em>Path</em>_<em>Planning</em>,129,Python,2018-12-07T11:14:40.673Z,AI project for 3D <em>Path</em> <em>Planning</em>. Other details and running instructions can be found on the Readme.md file,"motion,collision-detection,constraint-satisfaction-problem,rrt,path-planning,artificial-intelligence,constraints,rrt-star,satisfaction,artificial-intelligence-algorithms,reeds-shepp-planner,planning-algorithms,3d-pathfinding,spline-fit,node-prune,dubins,spline-interpolation,rapidly-exploring-random-tree,dubins-rrt,3d-path-planning",False,True,146254126,Public
