仓库名,星数,语言,更新时间,项目描述,话题标签,是否支持捐赠,是否有Issues,仓库ID,类型
NLPIR-team/<em>NLPIR</em>,3474,HTML,2026-03-06T09:09:03.848Z,,,False,True,35019208,Public
makcedward/<em>nlp</em>,1082,Python,2020-08-29T04:04:59.361Z,📝 This repository recorded my <em>NLP</em> journey.,"nlp,data-science,machine-learning,ai,deep-learning",True,True,134008334,Public
FudanNLP/<em>nlp</em>-beginner,6294,,2021-05-23T08:38:17.599Z,<em>NLP</em>上手教程,"step-by-step,fudannlp",False,True,86599573,Public
DA-southampton/<em>NLP</em>_ability,7493,Python,2022-08-24T16:54:12.610Z,总结梳理自然语言处理工程师(<em>NLP</em>)需要积累的各方面知识，包括面试题，各种基础知识，工程能力等等，提升核心竞争力,,False,True,272599346,Public
crownpku/Awesome-Chinese-<em>NLP</em>,7927,,2023-07-27T02:54:52.330Z,A curated list of resources for Chinese <em>NLP</em> 中文自然语言处理相关资料,"nlp,chinese-nlp",True,True,97191792,Public
brightmart/<em>nlp</em>_chinese_corpus,9896,,2026-02-06T11:42:20.819Z,大规模中文自然语言处理语料 Large Scale Chinese Corpus for <em>NLP</em>,"nlp,news,wiki,text-classification,word2vec,corpus,dataset,question-answering,chinese,chinese-nlp,language-model,bert,chinese-corpus,pretrain,chinese-dataset",False,True,169745123,Public
fastai/course-<em>nlp</em>,3475,Jupyter Notebook,2023-03-22T15:41:27.873Z,A Code-First Introduction to <em>NLP</em> course,"python,nlp,data-science,machine-learning",False,True,186696830,Public
niderhoff/<em>nlp</em>-datasets,5982,,2023-02-15T13:58:35.807Z,Alphabetical list of free/public domain datasets with text data for use in Natural Language Processing (<em>NLP</em>),,False,True,54647141,Public
microsoft/<em>nlp</em>-recipes,6438,Python,2022-08-30T19:12:12.719Z,Natural Language Processing Best Practices &amp; Examples,"nlp,machine-learning,natural-language-processing,deep-learning,text-classification,text,best-practices,natural-language,nlu,pretrained-models,natural-language-inference,natural-language-understanding,sota,transfomer,nli,azure-ml,mlflow",False,True,179728393,Public archive
SophonPlus/Chinese<em>Nlp</em>Corpus,6541,Jupyter Notebook,2019-01-29T11:21:37.356Z,搜集、整理、发布 中文 自然语言处理 语料/数据集，与 有志之士 共同 促进 中文 自然语言处理 的 发展。,,False,True,126583907,Public
susanli2016/<em>NLP</em>-with-Python,2788,Jupyter Notebook,2024-03-28T14:37:21.995Z,"Scikit-Learn, NLTK, Spacy, Gensim, Textblob and more",,False,True,99190133,Public
nlpinaction/learning-<em>nlp</em>,1043,Python,2020-12-10T07:57:12.221Z,<em>nlp</em> in action,"python,machine-learning",False,True,117964746,Public
explosion/spaCy,33604,Python,2026-05-19T06:48:57.077Z,💫 Industrial-strength Natural Language Processing (<em>NLP</em>) in Python,"python,nlp,data-science,machine-learning,natural-language-processing,ai,deep-learning,neural-network,text-classification,cython,artificial-intelligence,spacy,named-entity-recognition,neural-networks,nlp-library,tokenization,entity-linking",False,True,21467110,Public
InsaneLife/Chinese<em>NLPCorpus</em>,4591,Python,2023-11-21T12:33:51.364Z,中文自然语言处理数据集，平时做做实验的材料。欢迎补充提交合并。,,False,True,159929256,Public
dmlc/gluon-<em>nlp</em>,2547,Python,2023-10-06T04:01:21.114Z,<em>NLP</em> made easy,"nlp,machine-learning,natural-language-processing,deep-learning,mxnet,numpy,nlu,gluon,natural-language-generation,nlg,natural-language-inference,natural-language-understanding,gluonnlp",False,True,128121076,Public archive
axa-group/<em>nlp</em>.js,6571,JavaScript,2025-01-09T14:43:04.807Z,"An <em>NLP</em> library for building bots, with entity extraction, sentiment analysis, automatic language identify, and so more","nodejs,javascript,nlp,bot,classifier,natural-language-processing,bots,sentiment-analysis,chatbot,nlu,hacktoberfest,entity-extraction,conversational-ai",False,True,142908872,Public
jacobeisenstein/gt-<em>nlp</em>-class,5080,TeX,2023-01-31T05:37:16.101Z,"Course materials for Georgia Tech CS 4650 and 7650, ""Natural Language""",,False,True,8485124,Public
makcedward/<em>nlpaug</em>,4659,Jupyter Notebook,2024-06-24T09:15:15.634Z,Data augmentation for <em>NLP</em> ,"nlp,data-science,machine-learning,natural-language-processing,ai,ml,artificial-intelligence,augmentation,adversarial-example,adversarial-attacks",True,True,176858880,Public
JohnSnowLabs/spark-<em>nlp</em>,4129,Scala,2026-05-22T19:30:07.305Z,State of the Art Natural Language Processing,"nlp,natural-language-processing,spark,sentiment-analysis,text-classification,tensorflow,machine-translation,transformers,language-detection,pyspark,named-entity-recognition,question-answering,lemmatizer,spell-checker,bert,part-of-speech-tagger,entity-extraction,onnx,llm,llamacpp",False,True,104670986,Public
Kyubyong/<em>nlp</em>_tasks,3013,,2018-09-20T03:10:58.828Z,Natural Language Processing Tasks and References,"nlp,language,natural-language-processing",False,True,105979162,Public
graykode/<em>nlp</em>-roadmap,3265,,2019-09-29T07:07:52.403Z,ROADMAP(Mind Map) and KEYWORD for students those who have interest in learning <em>NLP</em>,"nlp,machine-learning,natural-language-processing,roadmap,keyword,probability-statistics,textmining",False,True,209493770,Public
dongrixinyu/Jio<em>NLP</em>,3843,Python,2026-04-25T10:55:05.844Z,"中文 <em>NLP</em> 预处理、解析工具包，准确、高效、易用 A Chinese <em>NLP</em> Preprocessing &amp; Parsing Package <a href=""http://www.jionlp.com"" rel=""nofollow"">www.jionlp.com</a>","python,nlp,natural-language-processing,chinese,apache2,preprocessing,ner,time-parsing,time-parse,nlp-parse",False,True,247029769,Public
yuanzhoulvpi2017/zero_<em>nlp</em>,3817,Jupyter Notebook,2025-08-05T01:26:45.072Z,中文<em>nlp</em>解决方案(大模型、数据、模型、训练、推理) ,"nlp,transformers,text-generation,pytorch,llama,gpt,clip,bert,gpt2,huggingface-transformers,llava,chatglm-6b,llama2",False,True,597644883,Public
NLP-LOVE/Introduction-<em>NLP</em>,2266,Python,2026-01-09T15:18:42.226Z,HanLP作者的新书《自然语言处理入门》详细笔记！业界良心之作，书中不是枯燥无味的公式罗列，而是用白话阐述的通俗易懂的算法模型。从基本概念出发，逐步介绍中文分词、词性标注、命名实体识别、信息抽取、文本聚类、文本分类、句法分析这几个热门问题的算法原理与工程实现。,"nlp,ai,deep-learning,mechine-learing",False,True,237899869,Public
songyingxin/<em>NLPer</em>-Interview,2768,,2022-04-12T13:11:22.709Z,该仓库主要记录 <em>NLP</em> 算法工程师相关的面试题,,False,True,197499195,Public
km1994/<em>nlp</em>_paper_study,4031,C++,2023-08-18T05:42:01.372Z,该仓库主要记录 <em>NLP</em> 算法工程师相关的顶会论文研读笔记,"attention,bert,gcn,relation-extraction,entity-recognition",False,True,187328632,Public
adashofdata/<em>nlp</em>-in-python-tutorial,1730,Jupyter Notebook,2026-02-13T18:02:06.263Z,comparing stand up comedians using natural language processing,,False,True,142180641,Public
fastnlp/fast<em>NLP</em>,3148,Python,2023-06-05T03:00:37.758Z,fastNLP: A Modularized and Extensible <em>NLP</em> Framework. Currently still in incubation.,"natural-language-processing,deep-learning,text-classification,chinese-nlp,text-processing,nlp-parsing,nlp-library",False,True,124240220,Public
delip/PyTorch<em>NLPBook</em>,2053,Jupyter Notebook,2023-03-12T18:45:11.417Z,"Code and data accompanying Natural Language Processing with PyTorch published by O'Reilly Media <a href=""https://amzn.to/3JUgR2L"" class=""Link--inTextBlock"" rel=""nofollow"">https://amzn.to/3JUgR2L</a>","nlp,natural-language-processing,deep-neural-networks,deep-learning,pytorch,neural-networks,neural-machine-translation,pytorch-tutorial,pytorch-nlp",True,True,167279881,Public
IntelLabs/<em>nlp</em>-architect,2933,Python,2022-11-07T16:21:47.818Z,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language Processing neural …,"nlp,deep-learning,tensorflow,nlu,transformers,pytorch,deeplearning,quantization,bert,dynet",False,True,133867923,Public archive
mhagiwara/100-<em>nlp</em>-papers,3845,,2021-07-09T15:21:35.513Z,100 Must-Read <em>NLP</em> Papers,,True,True,77934392,Public
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-<em>NLP</em>-Projects-with-code,33765,,2025-08-01T11:54:09.606Z,500 AI Machine learning Deep learning Computer vision <em>NLP</em> Projects with code,"python,nlp,data-science,machine-learning,awesome,computer-vision,deep-learning,artificial-intelligence,nlp-projects,machine-learning-projects,artificial-intelligence-projects,computer-vision-project,deep-learning-project",False,True,326174741,Public
salesforce/deca<em>NLP</em>,2339,Python,2025-05-01T17:29:03.321Z,The Natural Language Decathlon: A Multitask Challenge for <em>NLP</em>,"natural-language-processing,deep-learning,multitask-learning",False,True,137988610,Public archive
geektime-geekbang/<em>NLP</em>,245,Jupyter Notebook,2020-09-17T03:39:15.406Z,,,False,True,242655153,Public
aritter/twitter_<em>nlp</em>,892,HTML,2023-03-10T02:44:47.100Z,Twitter <em>NLP</em> Tools,,False,True,2059351,Public
liucongg/<em>NLPDataSet</em>,1091,,2022-06-16T07:15:27.766Z,记录本人整理的一些数据集,,False,True,392339018,Public
mesolitica/<em>NLP</em>-Models-Tensorflow,1780,Jupyter Notebook,2020-07-20T09:04:56.694Z,"Gathers machine learning and Tensorflow deep learning models for <em>NLP</em> problems, 1.13 &lt; Tensorflow &lt; 2.0","nlp,machine-learning,embedded,deep-learning,chatbot,language-detection,lstm,summarization,attention,speech-to-text,neural-machine-translation,optical-character-recognition,pos-tagging,lstm-seq2seq-tf,dnc-seq2seq,luong-api",False,True,130690315,Public archive
NLPchina/<em>nlp</em>-lang,1513,Java,2024-04-18T02:16:29.876Z,这个项目是一个基本包.封装了大多数<em>nlp</em>项目中常用工具,"java,nlp,tire,nlp-lang",False,True,18264736,Public
allenai/allennlp,11896,Python,2022-11-22T23:28:35.940Z,"An open-source <em>NLP</em> research library, built on PyTorch.","python,nlp,data-science,natural-language-processing,deep-learning,pytorch",False,True,91356408,Public archive
kavgan/<em>nlp</em>-in-practice,1185,Jupyter Notebook,2020-12-02T18:46:45.704Z,"Starter code to solve real world text data problems. Includes: Gensim Word2Vec, phrase embeddings, Text Classification with Logistic Regr…","nlp,machine-learning,natural-language-processing,text-mining,text-classification,word2vec,gensim,tf-idf",False,True,119236988,Public
